ID,y
522,111.66777
526,114.41912
529,107.58049
532,111.7992
533,94.67601
536,111.21068
537,95.09446
539,94.59851
540,105.78394
541,96.92353
543,93.74109
546,110.085
547,98.72727
548,91.48532
551,94.79704
552,107.47613
556,101.53648
557,101.44214
558,106.754974
559,94.283875
560,105.584274
562,104.87652
566,98.334114
570,107.58722
571,102.41819
572,100.132065
573,93.83052
575,117.31856
576,109.14874
577,95.47266
579,90.96961
580,111.737236
581,108.73066
589,109.11723
591,101.6655
593,95.57703
594,106.237686
595,94.79524
598,94.9776
602,106.77931
604,112.104065
606,107.77231
608,102.081795
609,105.944046
610,96.41562
616,108.352104
617,94.51555
618,107.255775
620,107.058014
622,102.17134
623,89.153755
624,109.41111
626,112.108154
628,111.65793
629,97.12964
630,110.04629
637,91.69632
638,100.98771
643,105.58093
645,102.49588
646,111.49917
648,94.9597
652,99.5398
653,100.76216
654,107.58722
656,111.0029
657,104.6855
659,99.6778
660,109.53656
663,93.13276
664,110.26877
666,107.40044
668,105.07017
669,94.079506
671,95.06644
675,90.41755
677,96.54278
678,107.83599
679,103.60836
682,106.56767
685,107.539
687,96.559654
688,94.696144
693,111.608604
696,98.939415
698,93.749214
701,101.271515
704,97.56097
705,117.1902
709,103.85216
710,99.075745
711,107.87326
712,99.18917
714,110.83164
715,90.81484
716,109.11723
717,94.756386
720,116.10186
721,93.91207
724,104.90256
725,95.25486
726,101.09644
728,110.77014
731,97.520836
734,111.22862
738,93.20448
745,105.70662
746,92.457214
751,78.20772
754,95.68452
756,98.524315
758,98.29733
759,109.453674
761,117.89661
766,100.01321
767,107.29103
768,89.200455
769,111.94934
770,98.63351
771,83.46809
772,107.31664
773,96.04434
774,103.28778
776,110.371445
777,104.7301
780,113.72631
782,105.75501
787,102.88598
788,94.59851
792,90.89571
793,114.0739
798,108.53633
800,90.79453
806,109.11723
809,110.77547
811,107.71366
812,96.309975
814,117.31856
816,107.97871
817,93.93942
818,108.345474
820,99.57359
823,94.82074
829,93.75528
830,112.693375
831,92.35964
834,109.75552
839,103.31318
841,83.85869
844,104.98648
845,94.67219
848,91.61371
850,116.16551
851,106.558464
852,97.48236
854,93.10185
855,105.08485
856,109.66009
859,102.32428
861,103.28778
864,93.32417
865,103.94835
866,92.23638
867,98.41273
869,96.83249
871,92.749084
872,109.11723
882,102.55312
883,93.53201
885,95.273476
888,98.897766
893,107.50399
901,108.026985
903,104.93716
904,93.3814
905,108.19525
910,100.14941
911,112.908
914,110.555786
918,107.123985
921,91.50013
928,96.92636
929,108.79392
932,103.124245
933,95.571724
934,100.14941
935,109.12824
937,80.174995
939,94.33069
940,105.63407
941,99.30658
942,105.74759
943,92.85728
944,105.05664
947,109.11723
949,108.9886
951,102.249435
952,94.49763
953,104.93716
954,76.82679
957,110.45917
959,90.12305
960,110.565994
963,117.31856
965,109.11723
967,108.72974
971,95.016335
972,77.53697
973,91.92994
974,110.86004
975,101.1114
978,107.77899
980,96.59342
981,94.255066
984,110.312225
986,100.14941
988,89.200455
989,107.54019
990,106.73141
992,108.026985
996,103.621506
999,109.34601
1000,103.873405
1001,103.94835
1002,90.39495
1003,110.371445
1004,90.68022
1008,109.904076
1009,102.83694
1010,106.98322
1012,110.25724
1013,95.9606
1014,107.279236
1015,94.87717
1016,117.02107
1019,93.61991
1020,107.518585
1021,100.14941
1022,98.014084
1024,100.14941
1025,92.53013
1027,96.70431
1028,109.88818
1029,99.296135
1030,99.82601
1033,110.45917
1036,102.65225
1037,107.857704
1038,91.57554
1042,94.33069
1043,106.061905
1044,95.97273
1045,110.44555
1047,114.11592
1050,94.52478
1051,108.57659
1054,94.574135
1056,94.255066
1057,95.15012
1059,93.764755
1062,105.59736
1063,100.64607
1064,94.255066
1066,94.22125
1070,112.4613
1076,110.46854
1077,99.39828
1078,111.23556
1080,108.34566
1082,100.81976
1083,99.61363
1089,105.89968
1091,98.897766
1093,96.44817
1097,94.47583
1099,97.25396
1101,100.14941
1103,101.96298
1104,111.75388
1106,106.34501
1109,93.7924
1110,109.59466
1111,107.2101
1112,110.66433
1114,94.29965
1116,96.27689
1117,108.700966
1120,100.91491
1124,111.135925
1125,94.43606
1126,113.25749
1134,107.49937
1137,90.91015
1138,111.41831
1144,110.92841
1145,94.79524
1146,92.75329
1148,102.418076
1150,98.88882
1152,104.98648
1153,102.16833
1154,106.805626
1155,96.121
1157,98.4534
1162,96.97179
1165,110.79286
1166,97.29118
1167,101.9035
1168,103.786514
1169,102.32428
1171,118.753876
1172,103.37378
1173,102.32428
1174,97.50067
1176,106.85511
1177,108.2666
1178,96.01873
1182,111.677124
1186,102.23835
1187,105.55391
1188,92.291565
1189,113.64807
1191,106.65256
1192,96.68235
1197,112.189445
1198,94.76559
1200,79.12998
1201,93.93267
1203,98.068886
1209,117.31856
1214,107.64141
1218,110.82472
1222,100.00743
1226,97.803635
1228,97.11033
1230,102.852264
1232,79.32592
1233,108.17818
1236,112.53113
1238,100.53804
1241,110.92841
1244,98.98763
1246,103.10043
1247,100.24869
1250,104.34383
1251,99.85787
1254,105.19355
1255,98.83874
1256,109.81845
1257,97.873886
1258,111.26394
1259,111.69968
1260,94.32847
1263,112.173775
1267,79.80077
1268,109.92443
1271,98.231514
1272,107.75911
1274,105.33176
1275,96.97179
1276,108.83171
1277,90.682594
1279,92.75329
1281,98.20281
1282,92.291565
1283,106.596664
1285,105.34022
1286,93.84301
1289,112.5304
1296,97.957855
1299,101.89877
1301,103.621506
1306,89.526
1307,95.369484
1308,94.63441
1313,108.83171
1314,95.60175
1315,109.59466
1316,92.63101
1317,108.09662
1319,92.50974
1323,106.67476
1324,108.71986
1325,96.58384
1328,102.94286
1329,92.13009
1330,103.28778
1331,100.62185
1332,105.10866
1337,101.654976
1338,99.152214
1339,92.3922
1340,101.48161
1343,107.19069
1347,110.51206
1348,97.533966
1349,107.84948
1352,94.33218
1354,103.822685
1359,111.791954
1360,101.26894
1363,107.992226
1364,99.806854
1365,103.342964
1366,100.612686
1372,98.6326
1375,98.308716
1376,98.08439
1378,96.59912
1379,108.25867
1380,101.28388
1381,101.97983
1384,109.474525
1387,100.478966
1388,106.88883
1392,75.32879
1394,102.247025
1395,94.59534
1396,109.122406
1398,96.83476
1399,109.122406
1400,91.572685
1401,92.890884
1403,101.70631
1404,98.211914
1406,109.122406
1407,94.37129
1408,111.965034
1410,80.637115
1412,109.300575
1413,93.44137
1415,97.08267
1420,111.965034
1422,110.45043
1423,100.752754
1424,111.965034
1425,98.351875
1426,80.637115
1427,102.183235
1429,94.92427
1430,108.32679
1431,103.25738
1432,101.78487
1434,109.38202
1437,94.41514
1438,105.03671
1440,109.7808
1441,106.1563
1442,96.03043
1444,107.1992
1445,96.52507
1446,105.14613
1448,93.69006
1453,93.64605
1454,109.300575
1455,93.25493
1456,106.82919
1458,109.300575
1459,94.71932
1461,96.7528
1465,100.478966
1466,110.73309
1469,106.88545
1472,93.64605
1474,96.11477
1477,108.256195
1479,106.5454
1482,108.78473
1483,78.04527
1487,95.27975
1488,105.42511
1490,115.301094
1492,105.13934
1494,116.94612
1496,98.9445
1497,98.25724
1499,104.19895
1502,93.94272
1507,102.96322
1508,94.33218
1509,102.97184
1511,93.17147
1512,107.75852
1513,116.92269
1514,99.5478
1518,113.00201
1519,91.70199
1522,111.743065
1524,78.32529
1527,96.03043
1529,95.19207
1532,106.416435
1536,113.33215
1537,117.04347
1539,101.77143
1542,111.22024
1543,98.08439
1544,105.03856
1545,80.10204
1550,95.15995
1551,103.190025
1554,114.287254
1556,108.867516
1559,94.60965
1560,77.8078
1562,99.00432
1566,91.80163
1567,111.748634
1569,105.07057
1570,110.384
1571,109.053154
1574,94.33218
1578,106.65497
1580,93.644394
1583,104.99725
1584,94.33218
1585,106.85772
1586,103.62244
1587,112.71911
1588,95.089294
1590,115.36912
1592,104.54364
1596,95.889275
1598,106.766594
1599,96.093895
1604,109.08739
1606,102.11254
1607,93.44137
1608,99.307556
1609,117.02438
1611,96.63512
1613,96.078606
1616,98.20338
1619,108.42989
1620,94.68821
1621,112.1247
1622,99.01657
1625,109.08324
1627,117.02438
1629,101.827705
1634,98.16269
1636,95.76611
1638,107.67986
1639,97.86087
1641,101.79431
1643,94.91022
1644,102.25977
1645,117.35972
1646,104.458405
1647,112.849
1648,95.93933
1652,93.644394
1653,113.33166
1656,95.5878
1658,96.093895
1659,108.75016
1661,101.77975
1663,93.44137
1664,104.85302
1665,95.56505
1666,108.867516
1667,100.47752
1668,79.49307
1669,101.969986
1670,95.19172
1672,113.24177
1674,104.63752
1677,105.42511
1678,92.67709
1679,111.241875
1680,100.96185
1683,110.62067
1686,104.151566
1687,110.12745
1689,106.50631
1690,96.42568
1691,115.81341
1692,113.54317
1693,94.33218
1695,96.56513
1696,93.64605
1697,108.75016
1700,108.867516
1701,97.65114
1702,112.71911
1703,92.44623
1704,105.30242
1706,95.64748
1707,109.209656
1708,97.03192
1710,92.89646
1711,106.15196
1713,101.34138
1717,109.436386
1719,106.65497
1720,96.68565
1722,95.425964
1725,104.606094
1726,96.563385
1727,101.42234
1729,105.69494
1730,91.07977
1731,106.85098
1733,108.867516
1734,94.85233
1735,110.45043
1738,96.078606
1742,103.14978
1745,104.63752
1747,95.92026
1749,100.819
1751,97.46966
1752,77.90551
1753,103.613335
1754,95.66778
1755,94.57357
1756,102.16097
1758,106.445465
1759,93.25493
1760,106.30956
1761,108.43517
1762,92.38267
1763,106.13042
1764,108.76936
1766,102.17284
1768,93.243546
1769,80.57211
1771,107.50029
1772,97.87353
1773,109.586655
1774,99.02514
1775,108.41351
1777,111.49021
1779,93.25493
1780,106.95984
1787,92.44623
1788,95.10662
1790,96.078964
1796,112.95867
1801,91.168274
1803,93.92534
1807,112.27946
1809,106.21711
1812,97.95773
1813,109.116104
1814,101.91698
1815,109.79952
1816,95.89051
1818,93.504166
1820,92.2918
1821,115.71297
1822,95.39985
1825,96.36206
1826,107.38418
1828,96.2026
1831,103.91898
1836,101.20175
1837,95.69199
1841,96.11477
1844,103.81949
1848,89.866646
1851,101.77143
1852,94.30867
1853,94.4942
1854,97.79336
1856,103.45432
1859,106.21711
1860,97.88997
1861,78.20971
1863,110.4439
1865,96.95974
1866,104.49263
1867,96.01807
1868,92.88391
1872,95.84473
1879,98.28081
1880,107.493935
1882,97.81402
1885,110.54555
1887,104.50928
1888,95.20133
1890,104.37103
1894,96.83129
1895,102.90236
1896,93.5337
1897,109.6315
1900,109.58957
1901,94.60965
1902,106.84313
1905,99.222305
1906,108.52301
1912,106.51814
1915,96.21502
1916,106.982056
1917,93.87203
1918,104.61477
1920,78.572235
1923,100.59344
1924,103.169495
1925,96.52376
1930,117.02438
1932,112.19054
1933,111.658066
1934,110.226524
1935,94.22783
1940,80.637115
1941,97.48133
1942,115.40612
1943,105.46385
1944,92.956375
1945,101.753586
1948,117.00358
1949,92.90641
1952,99.23518
1954,94.33218
1955,115.91244
1958,96.58735
1959,84.46723
1960,106.13042
1963,96.10244
1965,102.97518
1968,103.1028
1969,99.806854
1971,96.21647
1972,111.19374
1973,93.16582
1975,91.929054
1977,101.69289
1978,96.76117
1979,108.89843
1981,92.73597
1982,110.04999
1987,110.68539
1988,91.80163
1993,103.929985
1997,92.47171
1999,95.92021
2001,96.078606
2002,115.515594
2003,100.84842
2004,77.930954
2006,111.44277
2007,94.17372
2009,106.41744
2010,93.56749
2013,102.56975
2018,78.78228
2022,98.63157
2024,106.71056
2025,97.02378
2026,104.34386
2030,106.617966
2031,95.63349
2032,106.51814
2033,96.16651
2035,99.33583
2036,113.04642
2037,92.992744
2040,95.7332
2043,109.485466
2044,127.23196
2046,106.43944
2054,109.719215
2055,95.72882
2056,106.95984
2059,94.30137
2060,94.60965
2062,92.29818
2063,108.97304
2066,96.83129
2067,115.48859
2072,100.43874
2073,107.277084
2074,108.920006
2075,100.21186
2076,96.15115
2080,96.02481
2082,94.60965
2085,99.834465
2087,107.70242
2091,107.323074
2092,96.385445
2093,106.95984
2098,101.021736
2101,106.13042
2102,93.344086
2103,80.637115
2105,104.29239
2106,94.11023
2107,100.980545
2110,96.69578
2114,98.52142
2115,113.05734
2117,86.808365
2118,96.03139
2119,105.64359
2120,96.66985
2122,102.657745
2123,113.003204
2126,94.41469
2127,107.58595
2128,96.322464
2129,108.88302
2132,110.540184
2135,105.90321
2138,103.41946
2139,117.02438
2141,110.89499
2142,94.39853
2146,97.592995
2151,110.3265
2157,105.5207
2159,100.25378
2162,92.53906
2164,117.04347
2167,95.4613
2168,110.45179
2171,98.08019
2173,95.398384
2174,104.88029
2175,96.07247
2178,93.66487
2180,96.521774
2185,110.90826
2189,93.77742
2190,112.19175
2192,103.19579
2194,112.63806
2200,104.628845
2201,98.52229
2203,108.480225
2204,97.36273
2205,110.18152
2209,110.05656
2213,103.213684
2214,94.19217
2215,108.619415
2216,98.64093
2218,94.80078
2219,109.973114
2220,101.53151
2222,97.9225
2223,104.72704
2225,109.75766
2226,94.660835
2230,100.81428
2233,111.72187
2234,106.86115
2235,97.36273
2236,77.20291
2237,92.25872
2240,116.161934
2241,95.54876
2248,104.12795
2249,96.653305
2250,101.35302
2252,110.307
2253,100.192535
2254,111.570435
2256,79.464264
2258,94.505104
2259,100.93019
2262,96.83129
2265,94.84232
2266,103.94382
2269,99.57017
2271,104.12053
2273,94.96789
2274,108.52487
2275,98.34873
2277,98.337944
2279,97.36273
2280,77.00653
2282,96.521774
2283,102.21085
2288,95.971695
2289,106.58472
2291,96.13782
2292,117.74224
2297,108.55967
2298,106.22791
2299,98.64081
2300,111.39258
2301,92.85212
2304,94.54315
2305,101.7235
2306,96.83129
2308,94.302986
2309,100.814415
2311,104.60805
2312,100.44986
2316,103.295654
2321,104.290665
2322,106.898865
2325,106.023125
2326,93.54008
2329,117.74224
2330,98.850334
2331,101.54864
2332,111.023315
2333,96.83129
2334,104.39609
2335,110.48141
2337,105.41797
2338,103.237495
2340,111.023315
2342,102.207
2345,92.68248
2349,94.95781
2351,77.91772
2352,95.82768
2354,109.29068
2355,112.54783
2357,109.75766
2358,96.647896
2360,95.37425
2361,109.29068
2364,95.94203
2366,98.96258
2369,99.0875
2370,95.020515
2371,111.0645
2373,102.390656
2374,105.82865
2376,112.68401
2378,106.75825
2382,103.597496
2383,93.51613
2386,107.77722
2387,99.71399
2389,98.47204
2390,104.7607
2392,93.4315
2398,111.023315
2399,94.93424
2400,99.627144
2401,110.23191
2402,96.403366
2404,99.49482
2407,103.26074
2408,100.88389
2409,104.92618
2412,86.26197
2413,101.535805
2415,94.543
2420,101.637115
2422,99.492096
2423,103.63876
2426,94.07107
2432,98.635506
2434,91.91323
2435,95.703026
2436,109.47319
2438,105.96192
2440,106.52755
2443,100.944115
2444,91.56182
2447,104.12795
2450,94.56515
2454,104.17736
2455,108.603745
2459,96.83129
2460,102.681496
2463,97.06196
2465,97.77777
2468,80.41955
2469,96.59393
2474,95.742455
2478,95.29563
2480,90.74636
2481,116.161934
2489,96.521774
2490,101.60463
2492,94.181046
2496,96.83129
2497,100.1329
2500,95.77382
2505,95.7332
2507,99.25176
2508,110.18152
2509,94.715225
2510,77.49749
2513,91.38016
2515,96.521774
2518,93.51613
2519,104.332924
2520,93.51613
2521,107.883675
2523,100.72984
2525,97.19846
2529,110.18152
2530,96.668976
2533,105.29123
2535,92.36493
2538,100.11872
2544,106.84071
2553,110.632576
2556,94.1339
2558,92.641464
2559,111.17801
2560,94.39968
2561,108.828545
2562,97.73349
2563,106.65948
2564,90.85506
2565,112.06669
2567,99.359245
2572,94.12953
2575,97.30029
2576,113.339165
2577,96.505295
2578,97.47073
2579,108.97371
2580,93.69106
2582,103.04403
2583,92.81531
2587,90.770744
2589,109.297264
2590,96.867485
2591,110.18152
2594,96.88802
2597,96.50041
2598,105.21828
2599,95.41941
2600,99.8826
2602,115.83196
2603,94.12953
2604,96.81256
2606,100.21311
2607,78.05267
2608,100.35054
2613,110.18152
2614,102.281845
2615,111.126175
2617,108.94107
2620,100.62214
2623,107.796684
2624,98.96205
2627,110.18152
2629,78.05267
2630,94.775856
2632,102.254135
2636,96.0418
2639,105.48724
2640,108.80908
2642,110.18152
2644,107.24785
2646,99.14329
2647,97.35413
2649,93.596855
2650,102.86144
2652,108.11567
2653,97.98746
2655,101.48425
2657,111.6755
2659,107.221466
2662,93.51613
2663,116.161934
2664,96.70931
2665,102.21563
2670,98.27318
2671,108.46396
2672,91.06844
2675,108.11567
2677,109.56895
2679,99.71608
2683,108.76967
2684,96.766266
2685,105.00562
2688,108.31866
2689,103.77538
2690,103.25842
2693,102.27186
2694,107.981
2697,103.97695
2699,96.15831
2703,95.217514
2705,107.11625
2709,84.03481
2710,94.966644
2711,108.32355
2712,96.98025
2713,98.122246
2714,108.3551
2715,97.996315
2717,94.04716
2718,111.056404
2720,107.99097
2721,96.41858
2726,102.2942
2728,92.181915
2731,104.23389
2732,109.82445
2734,96.191086
2736,103.30385
2737,96.35549
2738,104.70309
2739,100.338326
2746,95.086334
2749,105.65317
2751,117.5187
2752,101.826035
2753,97.51643
2757,101.404106
2758,95.97885
2759,109.283
2760,103.85339
2762,110.952255
2764,93.66836
2765,108.49628
2769,106.72552
2771,106.0378
2774,94.243996
2776,93.16127
2777,99.60574
2778,96.49466
2779,106.202644
2782,94.00743
2784,94.18411
2787,94.63775
2789,96.851845
2792,97.57908
2798,95.84029
2799,101.658516
2800,96.070755
2801,77.61568
2802,95.74506
2804,97.36041
2807,103.48606
2808,100.167496
2809,101.09363
2811,116.999664
2812,95.73482
2814,93.83864
2816,99.1425
2817,109.17636
2818,99.72033
2820,101.69483
2821,84.5384
2822,97.19116
2823,110.5764
2824,96.427124
2826,97.8659
2829,96.95465
2834,97.25349
2835,79.190056
2838,94.800415
2839,108.42913
2840,92.612816
2841,105.66665
2842,96.83129
2846,113.25459
2848,100.8981
2849,94.11462
2850,108.3551
2851,93.12621
2853,96.65112
2854,110.18152
2858,101.42939
2861,103.792564
2864,94.22783
2865,116.161934
2866,103.73711
2867,92.8521
2868,113.71931
2870,108.67997
2877,102.48084
2878,110.18152
2880,112.912384
2882,77.79534
2883,97.67469
2884,104.47457
2885,97.62451
2887,96.521774
2888,108.28105
2889,91.68444
2890,105.14613
2891,103.54206
2892,117.117546
2893,93.787735
2898,107.170906
2899,98.61342
2900,109.24399
2901,93.55081
2909,105.08587
2910,111.166176
2911,119.12205
2913,97.50638
2914,104.51504
2918,97.54804
2919,108.34541
2920,92.57421
2921,110.18152
2922,99.52804
2923,101.25113
2925,103.20745
2926,93.69106
2927,110.14342
2929,114.08665
2933,95.494026
2934,106.46865
2936,101.571045
2941,97.36072
2942,96.10645
2943,108.98992
2945,102.6242
2950,95.56938
2951,108.57086
2953,106.85297
2954,100.1599
2955,106.37151
2956,100.4494
2960,105.3093
2962,96.989426
2963,104.148346
2964,106.2388
2966,77.00653
2967,96.03482
2968,97.683205
2969,91.70564
2971,92.61285
2972,107.757416
2974,94.80941
2975,106.436226
2977,116.94612
2980,107.76698
2981,89.5148
2983,102.367775
2984,99.68865
2985,117.74224
2986,96.46593
2987,107.757416
2989,96.68432
2990,108.28292
2991,113.27861
2992,80.354546
2995,103.97695
2996,98.56899
3002,110.41067
3004,108.63351
3005,118.27247
3006,95.86552
3010,98.63926
3011,104.16054
3014,93.69106
3015,95.2855
3016,94.41514
3017,100.2053
3018,94.17397
3021,103.2082
3024,105.21828
3028,97.225494
3030,94.60965
3032,93.99856
3039,94.72817
3040,104.017006
3041,98.515854
3043,109.29144
3044,113.855804
3046,105.47278
3055,96.55066
3056,109.267685
3058,93.650986
3059,106.63203
3061,117.04347
3063,106.21754
3066,95.29762
3067,105.21828
3068,77.43023
3069,96.41858
3072,116.29384
3073,112.893776
3074,96.01172
3077,96.64449
3082,101.24861
3084,103.97695
3085,102.30549
3088,107.24785
3091,96.54137
3092,111.37402
3093,99.51238
3094,104.23389
3096,110.226524
3097,90.90924
3098,78.406944
3102,116.85268
3106,93.28132
3109,95.98789
3111,94.28085
3112,118.27247
3113,97.01876
3115,100.43874
3116,106.136345
3117,97.63067
3121,103.3694
3122,95.220184
3123,95.79837
3124,101.5133
3125,94.41514
3126,100.22546
3127,115.81341
3129,93.004486
3130,113.759544
3132,106.0791
3134,108.10221
3135,105.09795
3137,76.26587
3138,121.418144
3140,106.31487
3144,105.41627
3145,105.14474
3146,111.126175
3147,95.379326
3148,103.54449
3149,105.614716
3150,111.869156
3151,96.37212
3152,96.534294
3155,101.67429
3156,108.3551
3159,93.07483
3161,99.03301
3162,107.74418
3163,95.93439
3165,102.25798
3172,102.88914
3173,98.86631
3176,92.21145
3177,107.44394
3179,106.436226
3183,94.1305
3186,94.935135
3187,98.42739
3189,106.39608
3190,97.625435
3192,115.81341
3193,102.88914
3194,112.90906
3197,95.76984
3198,96.14773
3200,101.43968
3201,118.175766
3202,96.14773
3204,95.7332
3205,93.23771
3206,105.34497
3208,104.21751
3210,103.15289
3211,100.735756
3212,117.04347
3213,99.02565
3214,105.14431
3216,105.14613
3219,93.65703
3220,110.972885
3221,97.01876
3226,108.04271
3227,106.01938
3228,97.667274
3229,99.15151
3232,80.41955
3233,94.41352
3234,96.036415
3236,99.06044
3238,110.63132
3239,109.30696
3240,93.418045
3247,109.91901
3249,104.94045
3252,110.05383
3253,98.579704
3254,104.683
3255,99.83109
3256,109.14731
3257,95.04564
3262,104.48698
3263,108.11567
3264,100.4494
3266,112.6248
3267,101.116104
3269,97.592354
3272,117.74224
3274,95.76984
3275,105.65688
3277,102.002014
3279,99.33716
3280,107.32051
3283,95.25942
3285,96.521774
3287,103.23165
3288,105.21828
3290,100.06892
3291,92.25872
3298,108.0773
3299,96.067924
3302,106.717926
3303,94.28388
3304,104.249596
3307,94.93586
3309,98.50954
3314,77.03485
3316,110.818344
3317,98.19737
3319,96.00104
3320,108.117874
3321,95.409225
3322,102.97137
3324,93.33519
3326,95.96465
3329,100.44773
3330,90.85506
3331,111.477745
3335,117.117546
3337,96.91227
3338,98.843414
3339,98.020676
3340,112.01437
3341,96.50863
3343,94.26306
3346,92.33369
3348,92.74784
3351,105.21828
3352,117.91238
3355,92.01988
3356,110.31912
3358,104.72875
3359,94.12712
3360,101.54456
3371,96.738754
3372,96.10045
3374,96.707756
3377,107.90804
3378,92.59942
3380,107.00385
3382,101.064545
3386,96.96139
3389,102.407295
3391,106.52839
3393,96.586555
3394,106.828514
3395,93.86894
3397,110.18152
3398,103.24172
3399,83.431786
3400,94.91688
3404,104.98172
3407,111.197845
3409,101.34138
3419,101.834946
3421,97.97044
3425,94.5204
3427,80.75997
3428,117.74224
3429,107.70606
3431,96.555885
3435,93.75621
3436,109.15195
3439,96.8189
3441,100.889046
3442,117.74224
3443,101.83744
3444,105.21638
3445,94.05764
3446,105.7352
3449,94.60965
3453,97.13025
3457,101.30175
3460,103.30385
3461,105.52672
3462,93.64605
3464,106.21754
3465,77.43023
3466,96.64213
3467,104.77211
3468,97.56893
3469,102.73215
3470,95.465645
3472,110.18152
3473,99.49608
3475,94.774895
3476,108.872986
3478,106.6805
3479,94.60287
3483,94.796646
3484,107.5445
3485,101.35511
3487,94.93061
3488,108.25026
3496,111.172226
3497,99.83904
3499,103.25738
3500,77.09994
3501,97.48184
3504,93.29904
3508,101.85912
3511,95.28211
3512,109.18629
3515,92.51123
3517,95.33632
3518,96.86708
3526,107.745384
3528,113.67142
3529,99.61405
3530,116.04676
3531,92.56419
3532,104.15851
3533,96.16556
3534,95.17037
3535,77.45279
3536,99.56232
3537,111.1091
3538,92.12302
3539,102.31749
3540,103.070854
3545,107.20088
3546,92.40191
3550,108.01884
3551,103.941376
3553,96.45401
3554,103.30385
3557,92.25872
3558,108.97704
3559,94.60965
3561,92.1041
3562,110.18152
3563,96.520195
3564,105.21828
3565,94.05764
3567,94.85572
3571,105.21828
3572,97.8601
3574,109.88199
3576,96.24064
3577,106.35793
3578,95.256615
3579,94.25319
3583,95.20081
3585,103.82647
3586,105.93268
3587,112.92358
3593,94.00771
3594,104.30681
3595,94.84803
3599,95.66599
3600,105.92398
3601,110.18152
3602,94.60965
3604,99.09637
3609,118.175766
3610,107.722565
3612,110.13543
